Year,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,FUEL CONSUMPTION,TRANSMISSION_A4,TRANSMISSION_A5,TRANSMISSION_AS4,TRANSMISSION_AS5,TRANSMISSION_AS6,TRANSMISSION_M5,TRANSMISSION_M6,FUEL_E,FUEL_N,FUEL_X,FUEL_Z
0.0,0.0719874804381846,0.0078247261345852,0.1439749608763693,0.4285714285714286,0.0,1.146341463414634,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0719874804381846,0.0078247261345852,0.1439749608763693,0.8095238095238098,1.0,0.9512195121951216,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0719874804381846,0.0078247261345852,0.1439749608763693,0.8095238095238098,1.0,1.0731707317073167,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0719874804381846,0.0078247261345852,0.1439749608763693,1.3809523809523814,1.0,1.9268292682926824,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0719874804381846,0.0031298904538341,0.1517996870109546,0.8095238095238098,1.0,1.195121951219512,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0719874804381846,0.0031298904538341,0.1517996870109546,1.3809523809523814,1.0,1.9268292682926824,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0719874804381846,0.001564945226917,0.1517996870109546,1.3809523809523814,1.0,1.9268292682926824,True,False,False,False,False,False,False,False,False,False,True
0.0,0.0719874804381846,0.0062597809076682,0.0406885758998435,0.0,0.0,0.0487804878048778,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0719874804381846,0.0062597809076682,0.0406885758998435,0.1428571428571428,0.0,0.0243902439024389,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0719874804381846,0.0062597809076682,0.0406885758998435,0.3809523809523809,0.0,0.1951219512195118,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0719874804381846,0.0062597809076682,0.0406885758998435,0.3809523809523809,0.0,0.268292682926829,False,False,True,False,False,False,False,False,False,True,False
0.0,0.0719874804381846,0.0031298904538341,0.0406885758998435,0.3809523809523809,0.0,0.439024390243902,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0719874804381846,0.0031298904538341,0.0406885758998435,0.3809523809523809,0.0,0.4878048780487798,False,False,True,False,False,False,False,False,False,True,False
0.0,0.0719874804381846,0.0031298904538341,0.0406885758998435,0.1428571428571428,0.0,0.0243902439024389,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0719874804381846,0.0031298904538341,0.0406885758998435,0.1428571428571428,0.0,1.5121951219512193,True,False,False,False,False,False,False,True,False,False,False
0.0,0.0719874804381846,0.0078247261345852,0.1439749608763693,0.4285714285714286,0.0,0.7073170731707316,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0719874804381846,0.0078247261345852,0.1439749608763693,0.4285714285714286,0.0,0.73170731707317,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0719874804381846,0.0078247261345852,0.1439749608763693,1.047619047619048,1.0,1.3658536585365848,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0719874804381846,0.0078247261345852,0.1439749608763693,1.047619047619048,1.0,1.414634146341463,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0719874804381846,0.0078247261345852,0.1439749608763693,1.3809523809523814,1.0,1.73170731707317,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0719874804381846,0.0046948356807511,0.1439749608763693,1.047619047619048,1.0,1.756097560975609,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0719874804381846,0.0046948356807511,0.1439749608763693,1.047619047619048,1.0,1.8780487804878043,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0719874804381846,0.0046948356807511,0.1439749608763693,1.3809523809523814,1.0,1.756097560975609,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0719874804381846,0.0046948356807511,0.0359937402190923,0.4285714285714286,0.0,0.7804878048780488,False,False,False,False,False,False,False,False,False,True,False
0.0,0.0719874804381846,0.0046948356807511,0.0359937402190923,1.047619047619048,1.0,1.268292682926829,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0719874804381846,0.0046948356807511,0.0359937402190923,1.3809523809523814,1.0,1.5609756097560972,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0719874804381846,0.0031298904538341,0.0266040688575899,0.4285714285714286,0.0,0.9512195121951216,False,False,False,False,False,False,False,False,False,True,False
0.0,0.0719874804381846,0.0031298904538341,0.0266040688575899,1.047619047619048,1.0,1.3658536585365848,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0719874804381846,0.0031298904538341,0.0359937402190923,1.047619047619048,1.0,1.3658536585365848,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0719874804381846,0.0031298904538341,0.0359937402190923,1.3809523809523814,1.0,1.73170731707317,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0719874804381846,0.001564945226917,0.0359937402190923,1.047619047619048,1.0,1.5609756097560972,True,False,False,False,False,False,False,False,True,False,False
0.0,0.0719874804381846,0.0031298904538341,0.0266040688575899,1.047619047619048,1.0,1.8048780487804872,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0719874804381846,0.0031298904538341,0.0266040688575899,1.3809523809523814,1.0,1.8048780487804872,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0719874804381846,0.001564945226917,0.162754303599374,2.3809523809523814,2.0,1.7073170731707308,False,False,False,False,False,False,True,False,False,False,True
0.0,0.0719874804381846,0.001564945226917,0.162754303599374,2.3809523809523814,2.0,1.7073170731707308,False,False,False,False,False,False,True,False,False,False,True
0.0,0.0109546165884194,0.0031298904538341,0.0156494522691705,0.2857142857142858,1.0,2.48780487804878,False,False,False,False,True,False,False,False,False,False,True
0.0,0.0109546165884194,0.0031298904538341,0.0156494522691705,0.2857142857142858,1.0,2.365853658536585,False,False,False,False,False,False,True,False,False,False,True
0.0,0.0109546165884194,0.0031298904538341,0.162754303599374,1.190476190476191,3.0,2.9999999999999987,True,False,False,False,False,False,False,False,False,False,True
0.0,0.0109546165884194,0.0031298904538341,0.162754303599374,1.190476190476191,3.0,2.902439024390243,False,False,False,False,False,False,True,False,False,False,True
0.0,0.0109546165884194,0.0031298904538341,0.162754303599374,1.190476190476191,3.0,2.9999999999999987,True,False,False,False,False,False,False,False,False,False,True
0.0,0.0109546165884194,0.0031298904538341,0.162754303599374,1.190476190476191,3.0,2.902439024390243,False,False,False,False,False,False,True,False,False,False,True
0.0,0.0109546165884194,0.001564945226917,0.162754303599374,1.190476190476191,3.0,3.853658536585365,False,False,False,False,False,False,True,False,False,False,True
0.0,0.0970266040688575,0.0046948356807511,0.1643192488262911,-0.4761904761904763,-1.0,-0.8048780487804877,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0970266040688575,0.0046948356807511,0.1643192488262911,-0.2380952380952381,0.0,-0.3170731707317074,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0046948356807511,0.1643192488262911,-0.2380952380952381,0.0,-0.268292682926829,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0970266040688575,0.001564945226917,0.0438184663536776,0.7619047619047619,1.0,0.1707317073170729,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0046948356807511,0.0266040688575899,0.5714285714285716,0.0,1.146341463414634,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0046948356807511,0.0266040688575899,0.7619047619047619,1.0,1.0731707317073167,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0046948356807511,0.0266040688575899,1.1428571428571432,1.0,1.3414634146341455,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0046948356807511,0.0359937402190923,0.5714285714285716,0.0,1.1219512195121946,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0046948356807511,0.0359937402190923,0.7619047619047619,1.0,0.8292682926829267,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0046948356807511,0.0359937402190923,1.1428571428571432,1.0,0.8536585365853652,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0031298904538341,0.0359937402190923,0.5714285714285716,0.0,1.146341463414634,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0031298904538341,0.0359937402190923,1.1428571428571432,1.0,1.414634146341463,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0031298904538341,0.1643192488262911,-0.4761904761904763,-1.0,-0.9268292682926828,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0031298904538341,0.1643192488262911,-0.4761904761904763,-1.0,-0.9268292682926828,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0970266040688575,0.0031298904538341,0.1517996870109546,0.7619047619047619,1.0,0.8292682926829267,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0031298904538341,0.1517996870109546,1.1428571428571432,1.0,1.414634146341463,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0031298904538341,0.1517996870109546,0.7619047619047619,1.0,1.195121951219512,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0031298904538341,0.1517996870109546,1.1428571428571432,1.0,1.6341463414634143,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0031298904538341,0.1517996870109546,0.4761904761904763,0.0,0.121951219512195,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0970266040688575,0.0031298904538341,0.1517996870109546,0.9523809523809526,1.0,0.9756097560975602,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0031298904538341,0.1517996870109546,0.4761904761904763,0.0,0.4878048780487798,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0970266040688575,0.0031298904538341,0.1517996870109546,0.9523809523809526,1.0,1.0487804878048774,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.001564945226917,0.1517996870109546,0.4761904761904763,0.0,0.6585365853658537,False,True,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.001564945226917,0.1517996870109546,0.4761904761904763,0.0,0.7073170731707316,False,True,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.001564945226917,0.1517996870109546,0.4761904761904763,0.0,0.5121951219512193,False,True,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.001564945226917,0.1517996870109546,0.4761904761904763,0.0,0.5609756097560971,False,True,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0078247261345852,0.1439749608763693,0.5714285714285716,0.0,0.5609756097560971,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0078247261345852,0.1439749608763693,0.5714285714285716,0.0,0.4634146341463414,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0970266040688575,0.0078247261345852,0.1439749608763693,0.7619047619047619,1.0,0.6341463414634143,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0078247261345852,0.1439749608763693,0.7619047619047619,1.0,0.8292682926829267,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0970266040688575,0.0078247261345852,0.1439749608763693,1.1428571428571432,1.0,0.8536585365853652,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0078247261345852,0.1439749608763693,0.5714285714285716,0.0,0.7073170731707316,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0078247261345852,0.1439749608763693,0.5714285714285716,0.0,0.8780487804878044,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0970266040688575,0.0078247261345852,0.1439749608763693,0.7619047619047619,1.0,0.9999999999999996,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0078247261345852,0.1439749608763693,0.7619047619047619,1.0,1.0731707317073167,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0970266040688575,0.0078247261345852,0.1439749608763693,1.1428571428571432,1.0,1.5365853658536577,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0031298904538341,0.1643192488262911,-0.4761904761904763,-1.0,-0.8780487804878044,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0031298904538341,0.1643192488262911,-0.4761904761904763,-1.0,-0.8780487804878044,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0970266040688575,0.0031298904538341,0.0391236306729264,-0.4761904761904763,-1.0,-0.9268292682926828,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0031298904538341,0.0391236306729264,-0.4761904761904763,-1.0,-0.8536585365853656,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0970266040688575,0.001564945226917,0.0438184663536776,0.7619047619047619,1.0,0.146341463414634,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0062597809076682,0.162754303599374,0.3809523809523809,0.0,-0.2439024390243901,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0062597809076682,0.162754303599374,0.3809523809523809,0.0,-0.1951219512195123,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0970266040688575,0.0062597809076682,0.162754303599374,0.7619047619047619,1.0,0.1707317073170729,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0062597809076682,0.162754303599374,0.7619047619047619,1.0,0.2439024390243901,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0970266040688575,0.001564945226917,0.162754303599374,0.7619047619047619,1.0,0.3170731707317069,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0970266040688575,0.0062597809076682,0.1439749608763693,0.0,0.0,0.3170731707317069,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0062597809076682,0.1439749608763693,0.0,0.0,0.439024390243902,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0970266040688575,0.0062597809076682,0.1439749608763693,0.4761904761904763,0.0,0.6341463414634143,False,True,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0062597809076682,0.1439749608763693,0.4761904761904763,0.0,0.121951219512195,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0970266040688575,0.0062597809076682,0.1439749608763693,0.0,0.0,0.4878048780487798,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0062597809076682,0.1439749608763693,0.0,0.0,0.268292682926829,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0970266040688575,0.0062597809076682,0.1439749608763693,0.4761904761904763,0.0,0.7073170731707316,False,True,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0062597809076682,0.1439749608763693,0.4761904761904763,0.0,0.5121951219512193,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0970266040688575,0.001564945226917,0.1205007824726134,0.0,0.0,-0.1951219512195123,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.001564945226917,0.1205007824726134,0.0,0.0,-0.2195121951219512,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.001564945226917,0.0391236306729264,0.0,0.0,-0.0487804878048782,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.001564945226917,0.0391236306729264,0.0,0.0,-0.0975609756097561,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0031298904538341,0.0359937402190923,0.0,0.0,0.292682926829268,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0031298904538341,0.0359937402190923,0.3809523809523809,0.0,0.121951219512195,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0031298904538341,0.0406885758998435,0.0,0.0,0.292682926829268,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0970266040688575,0.0031298904538341,0.0406885758998435,0.3809523809523809,0.0,0.268292682926829,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0594679186228482,0.0078247261345852,0.1439749608763693,0.6190476190476191,0.0,0.8048780487804873,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0594679186228482,0.0078247261345852,0.1439749608763693,0.6190476190476191,0.0,0.9999999999999996,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0594679186228482,0.0078247261345852,0.1439749608763693,0.8571428571428572,1.0,0.4634146341463414,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0594679186228482,0.0078247261345852,0.1439749608763693,0.8571428571428572,1.0,1.0975609756097553,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0594679186228482,0.0078247261345852,0.1439749608763693,1.0952380952380951,1.0,0.5609756097560971,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0594679186228482,0.0031298904538341,0.1517996870109546,0.8571428571428572,1.0,1.0487804878048774,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0594679186228482,0.0031298904538341,0.1517996870109546,1.0952380952380951,1.0,1.0975609756097553,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0594679186228482,0.001564945226917,0.1517996870109546,1.0952380952380951,1.0,1.0975609756097553,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0594679186228482,0.0031298904538341,0.1439749608763693,1.0952380952380951,1.0,0.8536585365853652,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0594679186228482,0.0031298904538341,0.1439749608763693,1.4285714285714288,1.0,1.7073170731707308,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0594679186228482,0.0046948356807511,0.0359937402190923,0.6190476190476191,0.0,0.8292682926829267,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0594679186228482,0.0046948356807511,0.0359937402190923,0.9523809523809526,1.0,0.9268292682926824,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0594679186228482,0.0046948356807511,0.0359937402190923,1.285714285714286,1.0,1.146341463414634,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0594679186228482,0.0046948356807511,0.0266040688575899,0.6190476190476191,0.0,0.9512195121951216,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0594679186228482,0.0046948356807511,0.0266040688575899,0.9523809523809526,1.0,0.9512195121951216,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0594679186228482,0.0046948356807511,0.0266040688575899,1.285714285714286,1.0,1.5121951219512193,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0594679186228482,0.0031298904538341,0.1517996870109546,0.6190476190476191,0.0,0.439024390243902,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0594679186228482,0.0031298904538341,0.1517996870109546,0.6190476190476191,0.0,0.4634146341463414,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0594679186228482,0.0031298904538341,0.1517996870109546,0.6190476190476191,0.0,0.6341463414634143,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0594679186228482,0.0031298904538341,0.1517996870109546,0.6190476190476191,0.0,1.0487804878048774,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0594679186228482,0.0078247261345852,0.1439749608763693,0.6190476190476191,0.0,0.6341463414634143,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0594679186228482,0.0078247261345852,0.1439749608763693,0.6190476190476191,0.0,1.0487804878048774,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0594679186228482,0.0078247261345852,0.1439749608763693,0.8571428571428572,1.0,0.7073170731707316,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0594679186228482,0.0078247261345852,0.1439749608763693,0.8571428571428572,1.0,1.414634146341463,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0594679186228482,0.0078247261345852,0.1439749608763693,1.0952380952380951,1.0,0.8780487804878044,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0594679186228482,0.0046948356807511,0.1517996870109546,0.8571428571428572,1.0,1.0487804878048774,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0594679186228482,0.0046948356807511,0.1517996870109546,1.0952380952380951,1.0,1.0975609756097553,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0594679186228482,0.0046948356807511,0.1517996870109546,1.285714285714286,1.0,1.658536585365853,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0594679186228482,0.001564945226917,0.0359937402190923,0.6190476190476191,0.0,0.439024390243902,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0594679186228482,0.001564945226917,0.0359937402190923,0.6190476190476191,0.0,0.6341463414634143,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0594679186228482,0.001564945226917,0.0266040688575899,0.6190476190476191,0.0,0.8048780487804873,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0594679186228482,0.001564945226917,0.0266040688575899,0.6190476190476191,0.0,0.73170731707317,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0594679186228482,0.0062597809076682,0.0172143974960876,-0.3809523809523809,-1.0,-0.146341463414634,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0594679186228482,0.0062597809076682,0.0172143974960876,-0.3809523809523809,-1.0,-0.5365853658536586,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0594679186228482,0.0062597809076682,0.0172143974960876,0.6190476190476191,0.0,0.2439024390243901,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0594679186228482,0.0062597809076682,0.0172143974960876,0.6190476190476191,0.0,0.439024390243902,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0594679186228482,0.0031298904538341,0.1439749608763693,0.6190476190476191,0.0,0.5853658536585364,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0594679186228482,0.0031298904538341,0.1439749608763693,0.6190476190476191,0.0,0.4634146341463414,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0266040688575899,0.001564945226917,0.1205007824726134,0.0,0.0,-0.3414634146341463,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0266040688575899,0.0031298904538341,0.1205007824726134,-0.3333333333333335,-1.0,-0.5365853658536586,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0266040688575899,0.0031298904538341,0.1205007824726134,-0.3333333333333335,-1.0,-0.7073170731707316,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0266040688575899,0.0031298904538341,0.1205007824726134,-0.3333333333333335,-1.0,-0.6341463414634143,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0266040688575899,0.0031298904538341,0.1205007824726134,-0.3333333333333335,-1.0,-0.8780487804878044,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0266040688575899,0.0031298904538341,0.162754303599374,-0.6666666666666667,-1.0,-0.9512195121951216,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0266040688575899,0.0031298904538341,0.162754303599374,-0.6666666666666667,-1.0,-1.1219512195121946,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0266040688575899,0.001564945226917,0.162754303599374,-0.6666666666666667,-1.0,-0.8536585365853656,False,False,False,False,False,True,False,False,False,False,True
0.0,0.0266040688575899,0.0031298904538341,0.162754303599374,-0.6666666666666667,-1.0,-1.0731707317073167,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0266040688575899,0.0031298904538341,0.162754303599374,-0.6666666666666667,-1.0,-1.3658536585365848,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0266040688575899,0.0031298904538341,0.1517996870109546,-0.4761904761904763,-1.0,-0.4634146341463414,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0266040688575899,0.0031298904538341,0.1517996870109546,-0.4761904761904763,-1.0,-0.4634146341463414,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0266040688575899,0.001564945226917,0.162754303599374,-0.9523809523809526,-1.5,-2.3170731707317067,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0266040688575899,0.001564945226917,0.0406885758998435,0.2380952380952381,0.0,0.121951219512195,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0266040688575899,0.0031298904538341,0.162754303599374,-0.3809523809523809,-1.0,-0.4146341463414635,False,False,True,False,False,False,False,False,False,False,True
0.0,0.0266040688575899,0.0031298904538341,0.162754303599374,-0.3809523809523809,-1.0,-0.5853658536585364,False,False,False,False,False,True,False,False,False,False,True
0.0,0.0266040688575899,0.001564945226917,0.162754303599374,-0.4761904761904763,-1.0,-0.3170731707317074,False,False,False,False,False,False,True,False,False,False,True
0.0,0.0156494522691705,0.0031298904538341,0.1643192488262911,-0.7142857142857144,-1.0,-0.9512195121951216,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0156494522691705,0.0031298904538341,0.1643192488262911,-0.7142857142857144,-1.0,-1.146341463414634,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0156494522691705,0.0031298904538341,0.1643192488262911,-0.4761904761904763,-1.0,-0.5365853658536586,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0156494522691705,0.0031298904538341,0.1643192488262911,-0.4761904761904763,-1.0,-0.7560975609756094,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0156494522691705,0.0031298904538341,0.0203442879499217,-0.4761904761904763,-1.0,-0.4634146341463414,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0156494522691705,0.0031298904538341,0.0203442879499217,-0.4761904761904763,-1.0,-0.7317073170731705,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0156494522691705,0.001564945226917,0.1205007824726134,-0.2857142857142858,-1.0,-0.3414634146341463,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0156494522691705,0.001564945226917,0.1205007824726134,-0.2380952380952381,0.0,-0.2926829268292684,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0156494522691705,0.0031298904538341,0.162754303599374,-0.4761904761904763,-1.0,-0.5365853658536586,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0156494522691705,0.0031298904538341,0.162754303599374,-0.4761904761904763,-1.0,-0.7317073170731705,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0062597809076682,0.0031298904538341,0.1643192488262911,-0.4761904761904763,-1.0,-0.6829268292682926,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0062597809076682,0.0031298904538341,0.1643192488262911,-0.4761904761904763,-1.0,-0.7317073170731705,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0062597809076682,0.001564945226917,0.1205007824726134,0.0,0.0,-0.2439024390243901,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0062597809076682,0.001564945226917,0.1517996870109546,0.1428571428571428,0.0,0.8048780487804873,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0125195618153364,0.0046948356807511,0.0172143974960876,-0.3809523809523809,-1.0,-0.146341463414634,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0125195618153364,0.0046948356807511,0.0172143974960876,-0.3809523809523809,-1.0,-0.5365853658536586,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0125195618153364,0.0046948356807511,0.0172143974960876,0.6190476190476191,0.0,0.2439024390243901,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0125195618153364,0.001564945226917,0.1439749608763693,0.6190476190476191,0.0,0.5853658536585364,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0125195618153364,0.0031298904538341,0.1517996870109546,0.0952380952380953,0.0,0.5365853658536586,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0125195618153364,0.0031298904538341,0.1517996870109546,0.0952380952380953,0.0,0.5853658536585364,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0125195618153364,0.0031298904538341,0.1517996870109546,0.2380952380952381,0.0,0.8292682926829267,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0125195618153364,0.0031298904538341,0.1517996870109546,0.2380952380952381,0.0,0.8536585365853652,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0156494522691705,0.001564945226917,0.1205007824726134,0.0,0.0,0.0975609756097561,False,True,False,False,False,False,False,False,False,False,True
0.0,0.0156494522691705,0.001564945226917,0.1205007824726134,0.4761904761904763,1.0,0.2195121951219512,False,True,False,False,False,False,False,False,False,False,True
0.0,0.0156494522691705,0.001564945226917,0.1205007824726134,0.4761904761904763,1.0,0.268292682926829,False,True,False,False,False,False,False,False,False,False,True
0.0,0.0156494522691705,0.001564945226917,0.1205007824726134,0.4761904761904763,1.0,0.5365853658536586,False,True,False,False,False,False,False,False,False,False,True
